week,week_date,customer_id,product,channel,segment,rep_id,seats,unit_price_monthly,list_price_monthly,discount_pct,revenue
1,2024-07-01,CUST-0078,Product 6,Direct Sales,Enterprise,REP-006,146,73.84,95,0.2227,2588.08
1,2024-07-01,CUST-0079,Product 1,Direct Sales,Enterprise,REP-006,168,98.96,120,0.1753,3823.72
1,2024-07-01,CUST-0080,Product 8,Direct Sales,Mid-Market,REP-001,49,51.04,60,0.1494,563.49
1,2024-07-01,CUST-0081,Product 6,Partner,SMB,REP-008,8,80.53,95,0.1523,147.54
1,2024-07-01,CUST-0082,Product 8,Partner,Enterprise,REP-010,42,49.94,60,0.1676,487.88
1,2024-07-01,CUST-0083,Product 5,Partner,SMB,REP-010,8,132.3,150,0.118,243.07
1,2024-07-01,CUST-0084,Product 4,Partner,Mid-Market,REP-010,25,38.89,45,0.1357,203.77
1,2024-07-01,CUST-0085,Product 2,Partner,Mid-Market,REP-009,19,72.53,85,0.1467,320.52
1,2024-07-01,CUST-0086,Product 5,Partner,SMB,REP-009,4,133.89,150,0.1074,124.02
1,2024-07-01,CUST-0087,Product 3,Partner,Mid-Market,REP-010,15,160.06,200,0.1997,550.9
1,2024-07-01,CUST-0088,Product 4,Partner,SMB,REP-008,5,36.19,45,0.1958,42.98
1,2024-07-01,CUST-0089,Product 4,Partner,SMB,REP-010,8,38.21,45,0.1508,68.15
1,2024-07-01,CUST-0090,Product 7,Partner,Mid-Market,REP-009,36,155.68,180,0.1351,1294.65
1,2024-07-01,CUST-0091,Product 4,Partner,Mid-Market,REP-009,31,36.84,45,0.1813,265.64
1,2024-07-01,CUST-0092,Product 4,Partner,SMB,REP-010,10,37.16,45,0.1743,88.22
1,2024-07-01,CUST-0093,Product 8,Partner,Mid-Market,REP-009,24,51.08,60,0.1486,286.51
1,2024-07-01,CUST-0094,Product 1,Partner,Mid-Market,REP-008,27,101.33,120,0.1556,618.36
1,2024-07-01,CUST-0095,Product 1,Partner,SMB,REP-008,8,105.52,120,0.1207,189.31
1,2024-07-01,CUST-0096,Product 1,Partner,Enterprise,REP-009,95,101.96,120,0.1503,2237.37
1,2024-07-01,CUST-0097,Product 1,Partner,Mid-Market,REP-009,34,103.63,120,0.1364,752.94
1,2024-07-01,CUST-0098,Product 4,Partner,Mid-Market,REP-009,36,39.09,45,0.1313,311.53
1,2024-07-01,CUST-0099,Product 4,Partner,Enterprise,REP-008,88,37.83,45,0.1593,789.88
1,2024-07-01,CUST-0100,Product 8,Partner,Mid-Market,REP-008,33,50.34,60,0.161,383.18
1,2024-07-01,CUST-0101,Product 3,Partner,Mid-Market,REP-008,30,173.56,200,0.1322,1222.8
1,2024-07-01,CUST-0102,Product 1,Partner,SMB,REP-010,11,105.37,120,0.1219,255.26
1,2024-07-01,CUST-0103,Product 8,Partner,Mid-Market,REP-008,29,51.02,60,0.1497,359.07
1,2024-07-01,CUST-0104,Product 8,Partner,Mid-Market,REP-009,14,49.21,60,0.1799,162.95
1,2024-07-01,CUST-0105,Product 3,Partner,SMB,REP-009,4,169.58,200,0.1521,158.62
1,2024-07-01,CUST-0106,Product 7,Partner,SMB,REP-010,7,156.22,180,0.1321,255.42
1,2024-07-01,CUST-0108,Product 3,Partner,Mid-Market,REP-008,31,176.64,200,0.1168,1288.49
1,2024-07-01,CUST-0109,Product 8,Partner,Enterprise,REP-009,93,54.69,60,0.0885,1146.94
1,2024-07-01,CUST-0110,Product 1,Partner,Mid-Market,REP-008,36,99.92,120,0.1673,817.7
1,2024-07-01,CUST-0111,Product 4,Partner,Mid-Market,REP-009,20,39.03,45,0.1327,182.03
1,2024-07-01,CUST-0112,Product 2,Partner,SMB,REP-008,10,70.79,85,0.1672,165.27
1,2024-07-01,CUST-0113,Product 1,Partner,Mid-Market,REP-009,20,106.66,120,0.1112,494.6
1,2024-07-01,CUST-0114,Product 8,Partner,Enterprise,REP-009,83,50.5,60,0.1584,996.3
1,2024-07-01,CUST-0115,Product 5,Partner,Mid-Market,REP-010,29,124.86,150,0.1676,837.87
1,2024-07-01,CUST-0116,Product 6,Partner,Enterprise,REP-010,58,84.06,95,0.1152,1147.2
1,2024-07-01,CUST-0117,Product 6,Partner,SMB,REP-010,8,78.3,95,0.1758,138.57
1,2024-07-01,CUST-0118,Product 1,Partner,Mid-Market,REP-008,24,100.99,120,0.1584,540.81
1,2024-07-01,CUST-0119,Product 8,Partner,Mid-Market,REP-009,15,51.89,60,0.1351,179.75
1,2024-07-01,CUST-0120,Product 8,Partner,Mid-Market,REP-008,14,50.89,60,0.1519,168.08
1,2024-07-01,CUST-0121,Product 4,Partner,SMB,REP-009,5,38.41,45,0.1464,43.92
1,2024-07-01,CUST-0122,Product 4,Partner,Enterprise,REP-010,109,38.11,45,0.1532,958.79
1,2024-07-01,CUST-0123,Product 3,Partner,Mid-Market,REP-010,34,168.0,200,0.16,1321.36
1,2024-07-01,CUST-0124,Product 4,Partner,Mid-Market,REP-008,32,38.61,45,0.1421,296.6
1,2024-07-01,CUST-0125,Product 4,Partner,Enterprise,REP-008,92,38.88,45,0.1361,833.17
1,2024-07-01,CUST-0126,Product 7,Partner,Mid-Market,REP-009,35,159.57,180,0.1135,1252.06
1,2024-07-01,CUST-0127,Product 5,Partner,Mid-Market,REP-008,13,126.83,150,0.1545,376.56
1,2024-07-01,CUST-0128,Product 7,Partner,Mid-Market,REP-009,16,153.56,180,0.1469,570.05
1,2024-07-01,CUST-0129,Product 1,Partner,Mid-Market,REP-008,34,98.88,120,0.176,734.97
1,2024-07-01,CUST-0130,Product 7,Partner,Mid-Market,REP-010,26,159.41,180,0.1144,1027.8
1,2024-07-01,CUST-0131,Product 1,Partner,Mid-Market,REP-008,27,102.01,120,0.1499,634.19
1,2024-07-01,CUST-0132,Product 1,Partner,Enterprise,REP-009,68,105.98,120,0.1168,1712.48
1,2024-07-01,CUST-0133,Product 3,Partner,Mid-Market,REP-009,15,164.2,200,0.179,587.36
1,2024-07-01,CUST-0134,Product 8,Partner,Mid-Market,REP-008,18,50.69,60,0.1551,198.73
1,2024-07-01,CUST-0135,Product 1,Partner,SMB,REP-008,3,99.54,120,0.1705,67.94
1,2024-07-01,CUST-0136,Product 1,Partner,SMB,REP-010,10,105.19,120,0.1234,256.06
1,2024-07-01,CUST-0137,Product 4,Partner,Mid-Market,REP-009,36,37.36,45,0.1697,313.33
1,2024-07-01,CUST-0138,Product 8,Partner,SMB,REP-010,7,50.13,60,0.1645,77.48
1,2024-07-01,CUST-0139,Product 8,Partner,SMB,REP-008,7,49.4,60,0.1767,80.42
1,2024-07-01,CUST-0140,Product 1,Partner,Enterprise,REP-008,46,97.87,120,0.1844,1036.62
1,2024-07-01,CUST-0141,Product 3,Partner,Enterprise,REP-010,83,167.88,200,0.1606,3203.08
1,2024-07-01,CUST-0142,Product 6,Partner,Enterprise,REP-009,106,77.28,95,0.1865,1751.0
1,2024-07-01,CUST-0143,Product 8,Partner,SMB,REP-009,7,53.42,60,0.1096,89.34
1,2024-07-01,CUST-0144,Product 6,Partner,Mid-Market,REP-010,15,77.0,95,0.1895,268.45
1,2024-07-01,CUST-0145,Product 4,Partner,SMB,REP-010,10,36.4,45,0.1911,85.16
1,2024-07-01,CUST-0146,Product 4,Partner,Enterprise,REP-008,57,38.69,45,0.1402,523.82
1,2024-07-01,CUST-0147,Product 6,Partner,SMB,REP-010,4,79.8,95,0.16,73.27
1,2024-07-01,CUST-0148,Product 2,Partner,SMB,REP-009,6,74.02,85,0.1292,103.67
1,2024-07-01,CUST-0149,Product 8,Partner,SMB,REP-010,5,51.41,60,0.1432,59.21
1,2024-07-01,CUST-0150,Product 8,Partner,Mid-Market,REP-009,24,52.09,60,0.1319,295.07
1,2024-07-01,CUST-0151,Product 6,Partner,Mid-Market,REP-010,30,81.91,95,0.1378,553.32
1,2024-07-01,CUST-0152,Product 5,Partner,SMB,REP-010,8,127.8,150,0.148,222.48
1,2024-07-01,CUST-0153,Product 8,Partner,Enterprise,REP-009,96,53.11,60,0.1149,1149.05
1,2024-07-01,CUST-0154,Product 5,Partner,Mid-Market,REP-009,14,125.72,150,0.1619,400.95
1,2024-07-01,CUST-0155,Product 6,Partner,Mid-Market,REP-008,32,81.81,95,0.1388,609.1
1,2024-07-01,CUST-0156,Product 1,Partner,Mid-Market,REP-008,24,103.79,120,0.1351,563.15
1,2024-07-01,CUST-0157,Product 6,Partner,Mid-Market,REP-008,14,83.69,95,0.1191,256.78
1,2024-07-01,CUST-0158,Product 4,Partner,Mid-Market,REP-008,33,37.13,45,0.1748,293.11
1,2024-07-01,CUST-0159,Product 8,Partner,Mid-Market,REP-008,25,51.17,60,0.1471,301.76
1,2024-07-01,CUST-0160,Product 5,Partner,Enterprise,REP-010,98,129.76,150,0.1349,2979.69
1,2024-07-01,CUST-0161,Product 6,Partner,SMB,REP-008,7,84.76,95,0.1078,126.84
1,2024-07-01,CUST-0162,Product 4,Partner,Mid-Market,REP-008,31,37.9,45,0.1578,272.95
1,2024-07-01,CUST-0163,Product 4,Partner,Mid-Market,REP-008,22,37.53,45,0.166,184.44
1,2024-07-01,CUST-0164,Product 5,Partner,Mid-Market,REP-008,17,127.78,150,0.1481,510.01
1,2024-07-01,CUST-0165,Product 1,Partner,Mid-Market,REP-008,25,99.42,120,0.1715,556.76
1,2024-07-01,CUST-0166,Product 4,Partner,Enterprise,REP-010,40,38.24,45,0.1502,358.33
1,2024-07-01,CUST-0167,Product 3,Partner,SMB,REP-009,6,169.18,200,0.1541,237.09
1,2024-07-01,CUST-0168,Product 4,Partner,Enterprise,REP-010,87,38.37,45,0.1474,781.06
1,2024-07-01,CUST-0169,Product 4,Partner,Mid-Market,REP-010,25,37.6,45,0.1644,225.13
1,2024-07-01,CUST-0170,Product 4,Partner,Enterprise,REP-010,89,40.12,45,0.1084,851.95
1,2024-07-01,CUST-0171,Product 1,Partner,Mid-Market,REP-009,15,99.0,120,0.175,346.71
1,2024-07-01,CUST-0172,Product 1,Partner,Mid-Market,REP-010,22,100.13,120,0.1656,496.74
1,2024-07-01,CUST-0173,Product 1,Partner,Mid-Market,REP-010,28,99.74,120,0.1688,675.4
1,2024-07-01,CUST-0174,Product 2,Partner,SMB,REP-009,10,72.93,85,0.142,160.47
1,2024-07-01,CUST-0175,Product 5,Partner,SMB,REP-008,9,127.73,150,0.1485,261.55
1,2024-07-01,CUST-0176,Product 5,Partner,SMB,REP-010,7,123.06,150,0.1796,200.43
1,2024-07-01,CUST-0177,Product 8,Partner,Mid-Market,REP-008,19,49.8,60,0.17,219.31
1,2024-07-01,CUST-0178,Product 7,Partner,SMB,REP-009,11,148.57,180,0.1746,377.73
1,2024-07-01,CUST-0179,Product 8,Partner,Enterprise,REP-010,67,52.92,60,0.118,864.57
1,2024-07-01,CUST-0180,Product 6,Partner,Enterprise,REP-010,92,79.41,95,0.1641,1595.01
1,2024-07-01,CUST-0181,Product 4,Inside Sales,SMB,REP-015,5,40.47,45,0.1007,48.22
1,2024-07-01,CUST-0182,Product 3,Inside Sales,SMB,REP-014,6,188.48,200,0.0576,242.73
1,2024-07-01,CUST-0183,Product 3,Inside Sales,Mid-Market,REP-014,14,184.3,200,0.0785,610.83
1,2024-07-01,CUST-0184,Product 1,Inside Sales,SMB,REP-012,4,110.6,120,0.0783,100.2
1,2024-07-01,CUST-0185,Product 4,Inside Sales,Mid-Market,REP-014,9,40.87,45,0.0917,83.36
1,2024-07-01,CUST-0186,Product 3,Inside Sales,SMB,REP-013,4,184.16,200,0.0792,173.31
1,2024-07-01,CUST-0187,Product 6,Inside Sales,SMB,REP-015,4,83.67,95,0.1193,79.52
1,2024-07-01,CUST-0188,Product 2,Inside Sales,SMB,REP-011,4,77.15,85,0.0923,69.62
1,2024-07-01,CUST-0189,Product 2,Inside Sales,SMB,REP-011,5,77.68,85,0.0861,91.62
1,2024-07-01,CUST-0190,Product 4,Inside Sales,SMB,REP-017,6,40.94,45,0.0902,54.75
1,2024-07-01,CUST-0191,Product 2,Inside Sales,Mid-Market,REP-015,19,80.45,85,0.0535,347.93
1,2024-07-01,CUST-0192,Product 2,Inside Sales,Enterprise,REP-017,46,77.62,85,0.0868,821.33
1,2024-07-01,CUST-0193,Product 5,Inside Sales,SMB,REP-012,4,132.42,150,0.1172,119.15
1,2024-07-01,CUST-0194,Product 6,Inside Sales,Mid-Market,REP-013,21,86.45,95,0.09,434.9
1,2024-07-01,CUST-0195,Product 8,Inside Sales,SMB,REP-015,6,58.1,60,0.0317,79.49
1,2024-07-01,CUST-0196,Product 5,Inside Sales,Mid-Market,REP-013,13,140.07,150,0.0662,402.21
1,2024-07-01,CUST-0197,Product 2,Inside Sales,Mid-Market,REP-012,21,77.35,85,0.09,372.36
1,2024-07-01,CUST-0198,Product 2,Inside Sales,SMB,REP-013,4,76.64,85,0.0984,73.58
1,2024-07-01,CUST-0199,Product 8,Inside Sales,SMB,REP-012,3,57.07,60,0.0489,38.38
1,2024-07-01,CUST-0200,Product 8,Inside Sales,SMB,REP-012,3,55.52,60,0.0746,41.78
1,2024-07-01,CUST-0201,Product 4,Inside Sales,SMB,REP-017,3,40.87,45,0.0917,29.46
1,2024-07-01,CUST-0202,Product 1,Inside Sales,SMB,REP-014,5,109.13,120,0.0906,128.94
1,2024-07-01,CUST-0203,Product 8,Inside Sales,Mid-Market,REP-014,20,56.2,60,0.0634,258.27
1,2024-07-01,CUST-0204,Product 6,Inside Sales,Mid-Market,REP-012,17,89.21,95,0.0609,334.89
1,2024-07-01,CUST-0205,Product 1,Inside Sales,SMB,REP-015,2,108.13,120,0.0989,50.33
1,2024-07-01,CUST-0206,Product 1,Inside Sales,SMB,REP-012,5,113.94,120,0.0505,129.66
1,2024-07-01,CUST-0207,Product 1,Inside Sales,SMB,REP-015,2,111.67,120,0.0694,47.56
1,2024-07-01,CUST-0208,Product 8,Inside Sales,SMB,REP-013,3,52.4,60,0.1267,36.49
1,2024-07-01,CUST-0209,Product 2,Inside Sales,SMB,REP-012,5,77.78,85,0.0849,90.24
1,2024-07-01,CUST-0210,Product 2,Inside Sales,Enterprise,REP-013,65,78.45,85,0.0771,1175.87
1,2024-07-01,CUST-0211,Product 4,Inside Sales,Mid-Market,REP-013,15,41.91,45,0.0686,149.71
1,2024-07-01,CUST-0212,Product 4,Inside Sales,Mid-Market,REP-013,8,41.98,45,0.0671,75.92
1,2024-07-01,CUST-0213,Product 8,Inside Sales,Mid-Market,REP-012,17,53.78,60,0.1037,228.37
1,2024-07-01,CUST-0214,Product 8,Inside Sales,SMB,REP-011,2,55.31,60,0.0782,25.37
1,2024-07-01,CUST-0215,Product 6,Inside Sales,SMB,REP-013,5,90.96,95,0.0425,104.68
1,2024-07-01,CUST-0216,Product 2,Inside Sales,SMB,REP-017,6,78.23,85,0.0797,107.86
1,2024-07-01,CUST-0217,Product 4,Inside Sales,Mid-Market,REP-017,13,41.14,45,0.0858,127.07
1,2024-07-01,CUST-0218,Product 3,Inside Sales,SMB,REP-017,2,192.08,200,0.0396,84.73
1,2024-07-01,CUST-0219,Product 4,Inside Sales,Mid-Market,REP-012,17,41.85,45,0.07,159.6
1,2024-07-01,CUST-0220,Product 6,Inside Sales,SMB,REP-014,5,87.64,95,0.0775,100.75
1,2024-07-01,CUST-0221,Product 1,Inside Sales,SMB,REP-012,5,110.51,120,0.0791,130.32
1,2024-07-01,CUST-0222,Product 4,Inside Sales,Mid-Market,REP-014,11,41.63,45,0.0748,105.2
1,2024-07-01,CUST-0223,Product 6,Inside Sales,SMB,REP-012,5,86.03,95,0.0944,103.31
1,2024-07-01,CUST-0224,Product 4,Inside Sales,SMB,REP-011,4,40.73,45,0.0948,36.69
1,2024-07-01,CUST-0225,Product 8,Inside Sales,Mid-Market,REP-014,19,53.11,60,0.1149,226.6
1,2024-07-01,CUST-0226,Product 1,Inside Sales,Mid-Market,REP-013,17,111.48,120,0.071,425.4
1,2024-07-01,CUST-0227,Product 5,Inside Sales,SMB,REP-015,4,138.19,150,0.0787,129.35
1,2024-07-01,CUST-0228,Product 8,Inside Sales,SMB,REP-015,4,55.92,60,0.068,52.92
1,2024-07-01,CUST-0229,Product 2,Inside Sales,SMB,REP-012,6,76.9,85,0.0953,106.96
1,2024-07-01,CUST-0230,Product 5,Inside Sales,Mid-Market,REP-011,21,133.22,150,0.1119,649.06
1,2024-07-01,CUST-0231,Product 8,Inside Sales,SMB,REP-014,3,53.84,60,0.1027,37.93
1,2024-07-01,CUST-0232,Product 1,Inside Sales,Mid-Market,REP-014,12,110.21,120,0.0816,286.53
1,2024-07-01,CUST-0233,Product 6,Inside Sales,SMB,REP-011,5,88.42,95,0.0693,100.92
1,2024-07-01,CUST-0234,Product 3,Inside Sales,SMB,REP-014,4,184.32,200,0.0784,172.4
1,2024-07-01,CUST-0235,Product 8,Inside Sales,SMB,REP-013,2,54.53,60,0.0912,24.75
1,2024-07-01,CUST-0236,Product 1,Inside Sales,SMB,REP-012,4,109.73,120,0.0856,102.38
1,2024-07-01,CUST-0237,Product 3,Inside Sales,SMB,REP-014,3,182.04,200,0.0898,128.83
1,2024-07-01,CUST-0238,Product 5,Inside Sales,SMB,REP-012,4,137.61,150,0.0826,122.69
1,2024-07-01,CUST-0239,Product 5,Inside Sales,SMB,REP-013,3,139.62,150,0.0692,94.93
1,2024-07-01,CUST-0240,Product 8,Inside Sales,SMB,REP-011,4,55.45,60,0.0758,50.43
1,2024-07-01,CUST-0241,Product 1,Inside Sales,SMB,REP-015,6,110.62,120,0.0782,158.2
1,2024-07-01,CUST-0242,Product 4,Inside Sales,SMB,REP-015,4,39.86,45,0.1143,37.01
1,2024-07-01,CUST-0243,Product 8,Inside Sales,SMB,REP-015,5,55.63,60,0.0729,63.67
1,2024-07-01,CUST-0244,Product 8,Inside Sales,SMB,REP-011,5,56.06,60,0.0656,60.69
1,2024-07-01,CUST-0245,Product 6,Inside Sales,Mid-Market,REP-011,20,90.42,95,0.0482,417.75
1,2024-07-01,CUST-0246,Product 4,Inside Sales,Mid-Market,REP-017,12,40.18,45,0.1072,110.95
1,2024-07-01,CUST-0247,Product 1,Inside Sales,SMB,REP-012,3,110.6,120,0.0783,76.41
1,2024-07-01,CUST-0248,Product 8,Inside Sales,Enterprise,REP-014,47,53.75,60,0.1041,587.31
1,2024-07-01,CUST-0249,Product 1,Inside Sales,Mid-Market,REP-013,20,109.74,120,0.0855,490.74
1,2024-07-01,CUST-0250,Product 1,Inside Sales,SMB,REP-014,2,111.52,120,0.0707,52.74
1,2024-07-01,CUST-0251,Product 1,Inside Sales,SMB,REP-012,5,110.47,120,0.0794,128.81
1,2024-07-01,CUST-0252,Product 8,Inside Sales,SMB,REP-015,5,54.46,60,0.0924,62.29
1,2024-07-01,CUST-0253,Product 5,Inside Sales,SMB,REP-012,2,139.35,150,0.071,65.11
1,2024-07-01,CUST-0254,Product 1,Inside Sales,SMB,REP-012,3,111.22,120,0.0732,72.24
